text,label
"This movie is definately one of my favourite movies in it's kind. The interaction between respectable and morally uncorruptable characters is an ode to chivalry and the honour code amongst thieves and policemen. It treats themes like duty, guilt, word, manipulation and trust like few films have done and, unfortunately, none that I can recall since the death of the 'policial' in the late seventies. The sequence is delicious, down to the essential, living nothing out and thus leading the spectator into a masterful plot right and wrong without accessory eye catching and spectacular scenes that are often needed in lesser specimens of the genre in order to keep the audience awake. No such scenes are present or needed. The argument is flowless and honest to the spectator, wich is an important asset in a genre in wich the the suspense is often achieved through the betrail of the audience. No, this is not miss Marble... A note of congratulations for the music is in order A film to watch and savour every minute, not just to see.",1
"Clara Lago is wonderful as the title character of the film, essentially a film about a Spanish/American girl who moves to Spain with her mom at the time of the Spanish Civil War. It turns out, the mother goes home to die, and she is left with her grandfather. She also makes friends and experiences much in a short time. Tomiche (Juan Jose Ballestra) is at first a nuisance to her then they become close. The film is shot beautifully, bathed in soft colors mostly. Carol yearns for her dad, who is a pilot in the war, and you can feel the love sher has for him. While the war itself is kind of taken a back seat in this film, it envelops the character's lives. I think you'll like it. See it especially for Clara Lago, who does a great job as Carol. She is definitely one to watch.",1
"Isn't anyone else tired of that old cliché' where a nearly dead person shows up in a horror film, gives us some informations, and then blasts his head off for no apparent reason? I know I am.<br /><br />The sad thing is that it's use in this film is worthless. If you have seen the first film (the first remake I should say) then the information given is completely worthless, because you would have already known it. I guess, you can that it isn't worthless to the main characters..but then why does the idiot shoot himself in the head? Wouldn't he want to live? Sure, he would have died anyway..<br /><br />This is the second film to be titled ""The Hills Have Eyes II."" The first being the sequel to the original 70's film. This is where it gets a little complicated for someone like me. See, I'm probably part of minority of people my age that even knew there was a HHE2 to begin with, much less an original HHE1. And now that we have a sequel to a remake and the fact that this sequel is named exactly as the sequel to the original HHE1...it just makes it worse! But anyways..<br /><br />Wes Craven's original Hills Have Eyes was decent. In the end, though, the idea was better than the presentation, but he most likely had a low budget. To be quite honest, Wes Craven isn't that good of a horror director. He's only made a few good horror movies (Nightmare on Elm St., New Nightmare), a few alright ones (Scream) and a bunch of horrible ones (Cursed, Shocker, Vampire in Brooklyn). Oh yeah, and he made Swamp Thing, as well...but the original HHE2 falls under the latter category. I've only seen a few minutes, but it was terrible.<br /><br />Now he has co-written the new HHE2..and it's such a disappointment! Last year's HHE remake was even better than the original film. It was tense. I guess it had to do with the fact that the main characters were a family, and not a bunch of beer and pot and sex crazy teenagers. It made us feel dirty. For the first hour, we were in hell, and finally in the last few moments, the good guys got revenge on the bad guys and it felt good..<br /><br />This new film has no tension. No suspense whatsoever. Just violent things happening to mostly stupid people. There is hardly any menacing presence here. Just ugly hobos hiding under rocks.<br /><br />I'm getting tired of horror movies where people die because of the stupid mistakes they keep making. It was just the other day that I watching ""Deep Blue Sea"" where Samuel L. Jackson kept on walking around the water, while giving the speech, and then he gets eaten by a shark, only because the idiot stayed to close to the water..something that nobody would do in the given situation! Here is the exact same thing. People go off by themselves to take a leak even though they know people are dying..seriously, couldn't a potty break wait? And then when you think people would have learned, someone else goes of by themselves! Seriously, isn't more scary when the characters are bringing their A-game and still losing? I would think so...<br /><br />It even under delivers. It should have made the first remake look like ""The Fog"" remake (which was less menacing than an episode of ""Becker""). More bad guys. More time in the caves. More tension. More of everything.<br /><br />But it actually downgrades. Less bad guys. No tension. Sure we have more time in the caves, but not a whole lot happens there. In the end, it only seems like there is two or three bad guys. The last film made it seem like a whole tribe of people. Where is this tribe? Who keeps on watching them through binoculars? Seriously, these are the things this film should have brought us, but it ends with the exact same promise that the last film gave us, with that exact same ""being watched"" scene. Come on! I'll give the devil it's due. The look of the film is good..but thats it.<br /><br />I don't even think fans of gore will like this..though I'm probably wrong! There is gore (though most of it is sped-up while in the dark), but without the tension, and characters you even care about..the gore does nothing in my book! In the end, you're not frightened. You;re not shocked (unless you're an 8 year old girl). You don't even feel like you have seen anything new.",0
"There are way too many subjects avoided in cinema and eating disorders is one of them. This film shows it as it is. It is not glamourised for the viewers to enjoy, it is shown with real truth which makes it all the more powerful. I've only seen it once and that was a few years ago but i can still remember everything about it and how it made me feel. It is a very powerful film and is good support for anyone suffering from a eating disorder to give them the willpower to stop. This is what films should be about- they should be there to help people and not glamourise things that are wrong.",1
"I must admit that at the beginning, I was sort of reticent about watching this movie. I thought it was this stupid, little, romantic film about a French woman who meets in the train an American and decides to visit Vienna with him. I was not actually enchanted about this kind of script, since it continued to make me believe that it is just a movie. Still, I watched it! And I was amazed...""Before Sunrise"" is one of the few films who dare to talk in a rather philosophical way, wondering about the fact that in the moment of our birth, we are sentenced to death, or that it is a middling idea that fact that a couple should rest together for eternity, or that, we, humans, can afford sometimes to live in fairy-tales. <br /><br />The ending was wonderfully chosen (we do not know if they will meet again in six months, at six o'clock, in Vienna's station) -in our optimism, we sincerely hope so. The actors acted in a very good manner, so, that, I began to believe that I, myself could live a love-story just like this.",1
"The wife of a stage producer in London hopes to fix up the American song-and-dance man starring in her husband's latest show with an acquaintance, an American girl who makes her living modeling fashions in society circles. Unfortunately, the couple has already met on their own, with the girl thinking the guy is actually the show producer married to her friend (the fact he's not wearing a wedding ring should have discouraged any misunderstandings!). Wafty Fred Astaire-Ginger Rogers musical is eventually dragged back down to the earth by Dwight Taylor and Allan Scott's idiotic script, which is full of juvenile behavior. Astaire and Rogers don't just 'meet cute'--they meet ridiculously (he's tap-dancing like a madman in the hotel suite above hers and she complains). Audiences of 1935 probably didn't care how these two were going to get together--as long as they did so, and happily. Seen today, the central characters appear to have no motivation to end up in each other's arms: he plies her with flowers (after telling his friend he wants to remain ""fancy free"" in the love department) and she gives him the brush-off. Nothing that a little dancing couldn't cure! This glamorous twosome are as deliberately unreal as are the London and Venice settings, but we watch simply because the leads are Fred and Ginger. It's a fantasy for have-nots...ones who don't mind the dumbed-down plot. The musical moments do break up the monotony of the contrived scenario, yet fail to transcend the surrounding silliness. ** from ****",0
"Robert Standish's novel is about a triangular romantic situation on a Ceylonese tea plantation... So the events of the Ceylon backgrounds and pictorial beauty are rewarding points to William Dieterle's film...<br /><br />The story is about a rich powerful planter (Peter Finch), who brings a charming and tender beauty (Elizabeth Taylor), into the jungle as his bride... The plantation, of course, is endangered by some kind of wild life... For this reason Taylor  elegant as never in dazzling costumes  finds herself in a strange atmosphere... The echo determination of a ghost, the bad temper of a husband obsessed by the memory of his autocratic father, a highly dangerous disease, and the fury of wild animals...<br /><br />In her confusion, boredom and annoyance Elizabeth Taylor looks to a friendly face, a pretentious foreman (Dana Andrews), who admires her beauty but tries to conquer her love...<br /><br />With echoes of ""Jane Eyre,"" the mysterious Yorkshire mansion with a brooding master, and ""Rebecca,"" the innocent young second wife hunted by the image of the glamorous first wife, ""Elephant Walk"" is a menace melodrama with a wide view of a huge tropical bungalow, exotic dances with rage excessively colorful, stampeding big bull elephants, amazing mansion set on fire, all in the company of an exquisite creature with an unquestioned beauty and talent...<br /><br />The movie gave Liz a change of scenery, and allowed her more creative energy and self-respect than most of her other willful debutante-rebels The wife here has a sharp tongue and a strong will, and so Taylor plays her movie star heroine with more spirit than she was given credit for",1
"A small funny film. It is totally incredible, unbelievable, impossible. But it is funny how an introverted masochist can become totally dependent and mesmerized, even hypnotized by a girl he hardly knows but who was able to get down into his phantasms. Of course it is a denunciation of the foolish deals you can get to on the Internet. You must not believe ten percent of what you're told there and never, ever, ever accept to tie up your hands in a way or another to someone or something or some organization you do not know personally. Most of their ""businesses"" there are in a way or another going to fool you and raid you. But here the chap deserves being the victim of such gangsters because he is not only naive, he is absurdly silly. But then the film becomes funny because it ends up with the victim of the crooked business having the upper hand and ending up playing the same game with his victimizer and winning. One think is sure too. Security in English airports is not exactly what it should be, but I guess it's not better anywhere else in the world and even now they have tightened up all rules and regulations it is just fun to go through their procedures and foil them systematically. Then they have their vengeance by losing your luggage, a real plague on modern airports, and don't expect to get fair compensation. Or even confiscating a bottle opener or a can opener because it may be dangerous. I can see myself cutting my way through the side of the plane with a can opener. Funny, isn't it? Dr Jacques COULARDEAU, University Paris Dauphine, University Paris 1 Pantheon Sorbonne & University Versailles Saint Quentin en Yvelines",1
"I should explain why i gave this...""piece of art"" 1 star rating out of possible 10. Simply because it's hard or next to impossible to rate it unbiased. probably it would have been the same if i had given it 10/10 - explanations anyway would have followed.<br /><br />I am not fond of these pointless gore movies like HOSTEL or so - i think that's disgusting and pretty terrible (in all the possible contextual meanings), but as i found out after watching this movie - there is a genre called ""historical drama"" - and probably it would have been the case of 10/10 as it has plenty of it and Tarantino would have been more than happier with it (and made Kill Bill 3 to spill even more blood on screen than here to show that it is possible). but the thing about ""historical drama"" genre is that it's a sub-category of the ""trash movies"" where John Romero is the undead-gory-emperor-of-the-guts and so automatically it can't be rated as your default movie - as these are movies that are made bad on purpose and you can't really tell whether the comically bad moment was meant to be so, or it was simply bad. it's for the people who like to enjoy bad acting, bad screenplay and bad everything else. And by some turn of faith - i am one of them too. there are days when i have an urge of seeing a really bad movie and look up for some trash and here you go - the day is saved! but that's definitely an opinion of mine and doesn't have match with anyones' else.<br /><br />What i wanted to say is that if you want to watch some terrible movie - then Fellini's Casanova is definitely the choice, but heed my advice and don't rate it by default means.",0
"Way, way back in the 1980s, long before NAFTA was drafted and corporations began to shed their national identities, the United States and Japan were at each other's throat in the world manufacturing race. Remember sayings like 'Union Yes!,' 'the Japanese are taking this country over,' and 'Americans are lazy?'<br /><br />As the Reagan era winded down and corporations edged towards a global marketplace, director Ron Howard made one of several trips into the comedy genre with his 1986 smash 'Gung Ho,' which drew over $36 million in U.S. box office receipts. While in many ways dated, Howard's tongue-in-cheek story of colliding cultures in the workplace still offers hard truth for industrial life today.<br /><br />'Gung Ho' focuses on Hunt Stevenson (Michael Keaton), the automakers union rep from Hadleyville, a small, depressed town in the foothills of Pennsylvania. Stevenson has been asked to visit the Assan Motor Company in Tokyo (similar to real-life Toyota), which is considering a U.S. operation at the town's empty plant. With hundreds of residents out of work and the town verging on collapse, Assan decides to move in and Stevenson is hired as a liaison between company officials and workers on the assembly line.<br /><br />The 112 minutes of 'Gung Ho' is a humorous look at these two sides, with their strengths and weaknesses equally considered: on one hand, an American workforce that values its traditions but is often caught in the frenzy of pride and trade unionism; on the other hand, Japanese workers who are extremely devoted to their job yet lacking in personal satisfaction and feelings of self-worth. In Stevenson, we find an American working class figure of average intelligence with the skills to chat people through misunderstandings. With the survival of his workers' jobs and most of Hadleyville on the line, Stevenson proves a likable guy who wants nothing more than a fair chance, although his cleverness will sink him into a great deal of trouble. Besides answering to the heads of Assan, we witness a delicate balancing act between Stevenson and his fellow union members, many of whom he grew up with. This includes Buster (George Wendt), Willie (John Turturro), and Paul (Clint Howard, Ron's brother).<br /><br />The Japanese cast is headed by Gedde Watanabe, also known for 'Sixteen Candles' and 'Volunteers.' Watanabe plays Kazihiro, the plant manager who is down on his luck and begins to feel a sympathy for American life. He is constantly shadowed by Saito (Sab Shimono), the nephew of Assan's CEO who is desperate to take his spot in the pecking order. While given a light touch, these characters fare very well in conveying ideas of the Japanese working culture.<br /><br />With Hunt Stevenson dominating the script, Michael Keaton has to give a solid performance for this film to work. 'Gung Ho' is indeed a slam-dunk success for Keaton, who also teamed with Ron Howard in 1994's 'The Paper.' He made this film during a string of lighter roles that included 'Mr. Mom,' 'Beetle Juice,' and 'The Dream Team' before venturing into 'Batman,' 'One Good Cop,' and 'My Life.' It's also hard not to like Gedde Watanabe's performance as the odd man out, who first wears Japanese ribbons of shame before teaming up with Stevenson to make the auto plant a cohesive unit.<br /><br />The supporting cast is top-notch, including Wendt, Turturro, Shimono, and Soh Yamamura as Assan CEO Sakamoto. Mimi Rogers supplies a romantic interest as Audrey, Hunt's girlfriend. Edwin Blum, Lowell Ganz, and Babaloo Mandel teamed up for Gung Ho's solid writing. The incidental music, which received a BMI Film Music Award, was composed by Thomas Newman. Gung Ho's soundtrack songs are wall-to-wall 80s, including 'Don't Get Me Wrong,' 'Tuff Enuff,' and 'Working Class Man.'<br /><br />The success of 'Gung Ho' actually led to a short-lived TV series on ABC. While more impressive as a social commentary twenty years ago, Ron Howard's film still has its comic value. It is available on DVD as part of the Paramount Widescreen Collection and is a tad short-changed. Audio options are provided in English 5.1 surround, English Dolby surround, and French 'dubbing,' but subtitles are in English only. There are no extras, not even the theatrical trailer. On the plus side, Paramount's digital transfer is quite good, with little grain after the opening credits and high quality sound. While a few extras would have been helpful - especially that 'Gung Ho' was a box office success - there's little to complain about the film presentation itself.<br /><br />*** out of 4",1
"This interesting feature has a very fine story-line, rather colorful characters and a very steady pace. it also incorporates a plot device from ""Reap the Wild Wind"", and since Cecil B. Deille directed that and his son-in-law Anbthony Quinn directed this film from his preparations, that can hardly be a coincidence. it works in both cases, I must report. The unusual set-up tells the viewer that Barataria, an island ruled by Jean Lafitte is built upon piracy, but during the war of 1812, and before, he has always refrained from bothering United States' vessels. Now General Andrew Jackson has been charged with defending nearby New Orleans with only 12,000 men against 60,000 British Imperial redcoats and 60 ships. Lafitte's men want him to side with the stronger force; he wants freedom and pardons for his men before ceding such a strategic landing spot to the U.S. forces. There are other factors at work in the story-line; pirate Bonnie Brown and her father want to attack U.S. ships and do so in defiance of Lafitte's orders, leaving a boy alive without knowing they have missed an eyewitness. When his testimony finally comes out, Jackson cannot grant what Lafitte asks; but Lafitte supports him anyway and in the fog, the pirates and Jackson rout the British and he sails away to whatever destiny awaits a man who had genius and statesmanship but not fortune. The cast of this colorful and physically-lovely film are skilled indeed. Yul Brynner has one of his best roles as the pirate king, Inger Stevens is beautiful; as the girl he loves, Charles Boyer has many good lines as his adviser, powerful Lorne Greene is a rival, E.G. Marshall the Governor, and Claire Bloom is charismatic as Bonnie Brown. Others in the cast include Ted de Corsia, Douglass Dumbrille, George Mathews, Henry Hull as Jackson's adviser, Bruce Gordon, Onslow Stevens, Robert F. Simon, Henry Brandon, Fran Jeffries, and Leslie Bradley, among others. The music by Elmer Bernstein is very memorable, and the 1938 script remade here had only to be freshened a bit. The shiny cinematography was the work of veteran Loyal Griggs, the set decoration was supplied by Albert Nozaki, Hal Pereira and Walter Tyler, with set decoration by Sam Comer and Roy Moyer and costumes by Edith Head, John Jensen and Ralph Jester. Nellie Manley did the elaborate hairstyles and Wally Westmore the difficult makeup. The film contains quite a bit of good adventure-level dialogue and a very strong climactic battle scene. Charlton Heston, as as Andrew Jackson, prepared to play the part of an elder general and then discovered the man was young at the time of the battle; but he is often effective, grey-haired or not, especially in his exchanges with Henry Hull as Mr. Peavey. This is an exciting and well-mounted entertainment, which looks exactly as if C.B. DeMille had completed his production; it is a beautiful and nearly a very-fine motion picture.",1
"The only thing that kept me from vomiting after seeing this movie was the fact that these are just actors and not the freak show that usually appears on the TV show. This is also the main reason that fans of the TV show won't like the movie, but not the only reason. This movie has about as much entertainment value as getting a root canal. It approaches the abyssmal depths of bad movie making, and then gets even worse. I won't waste your time describing this movie in further detail; suffice it to say that I pity the poor camera people who had to suffer through watching this c**p the first time.",0
"This show made me feel physically sick, and totally detached from British society as a whole. It was programmes such as this and Blue Peter that pretended that there were/are no class divisions in Britain. They'd always say things like; ""Go into your loft and you may find this.."" or ""Go into your back garden tonight and..."" - what about us 'scummy' working class kids who never never had a ""loft"", and a ""back garden"" which was nothing more than a 1 meter square of balcony on the 14th floor of a council block? Public service broadcasting - yeah right! And on top of that, it was awfully depressing to see those stupid, middle class, up-their-own-backside kids mess about with bits of old plastic having 'fun'... do me a favour, and ""why don't you"" go and slit your wrists or do a coke overdose on ""Mama and Papa's"" money... you make me sick",0
"Having read some of the other comments here I was expecting something truly awful but was pleasantly surprised. REALITY CHECK: The original series wasn't that good. I think some people remember it with more affection than it deserved but apart from the car chases and Daisy Duke's legs the scripts were weak and poorly acted. The Duke boys were too intelligent and posh for backwood hicks, the shrunken Boss Hog was too cretinous to be evil and Rosco was just hyper throughout every screen moment. It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series.<br /><br />Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo the pair make this film really funny in a hilarious Dumb-And-Dumber sort of way the TV series never achieved. The lovely Jessica Simpson is a natch as Miss Daisy, Burt Reynolds makes a much improved Boss Hog and M.C. Gainey makes a believably nasty Rosco P. Coltrane, the way he always should have been.<br /><br />If you don't like slapstick humour and crazy car stunts then you wouldn't be watching this film anyway because you should know what to expect. Otherwise if you want an entertaining car-action movie with a few good laughs that's not too taxing on the brain then go see this enjoyable romp with an open mind.",1
"Lee hosted the 100 Years of Horror for Ted Newsom and was talking about filmic werewolves. He said something to the effect that his only brush with lycanthropy was The Howling II, then he quipped, ""The less said about that the better."" Indeed he was right as this film may very well be the worst in his entire catalog of screen performances. The first Howling by Joe Dante was a groundbreaking werewolf film with its incredible special effects and its campy sense of style and subject matter. It was a film to be taken seriously. Like other good original films, filmmakers for some strange reason thought that even more campy sequels were needed rather than what worked the first time(See CHUD then CHUD II to illustrate this point). This film is miles and miles away from the first on every front. There is absolutely nothing scary about it. It looks cheap and is pitch black through most of the major scenes. Lee is the only actor in the film worth mentioning(okay, I'll cede Ferdy Mayne too). Lee looks embarrassed as he says inane dialog and does ridiculous things(check out that ending with him and Stirba). Lee looks incredibly tired and knows what dreck this is which is a tad more insightful than the two leads who leave America to go to Romania. The story isn't really worth examining here, and you can bet there is very little story worth mentioning when you have to have Stephen Parsons and his band Babel play through much of the film in the beginning and the ending with that dreadful noise. Sybil Danning is here and, yes, she disrobes once and then we get that scene showed again and again and again - one reviewer said 17 times(I counted ten - but might have been so bored out of my mind by that point). I gave the film three stars, but it really deserves a zero - the three I gave it are 1 for Lee and two for Ms. Danning's contributions. Yuck!",0
"In the year 1985 (my birth year) Steven Spielberg directed an emotionally strong and unforgettable story of a young African-American girl Celie (Debut role for Whoopi Goldberg) whose life is followed through rough times. The story begins from the year 1909 when Celie is only 14 years old. She has given birth two children for her father. Celie has a younger sister Nettie with whom she is inseparable. A widower lays his eyes on Nettie but their father gives Celie to him. It is the beginning of an era of horrible abuse and constant controlling. Women are inferior of men and especially being an African-American woman their rights are less than a zero. Celie's story is a true survival story.<br /><br />""The Color Purple"" is a master-piece and underestimated film of Spielberg. He should make more drama which ""The Color Purple"" and ""Schindler's List"" are good notion.<br /><br />The cast is amazing. Whoopi Goldberg is known better as a ravingly funny comedienne but the introducing role as Celie is a remarkable word that she really can pull of heavy drama. Danny Glover was surprisingly nasty ""Mister"". I have never seen him in a such an evil role. The talk-show icon Oprah Winfrey is brilliant as a strong-willed Sofia.<br /><br />Warning! Prepare to have a number of tissues with you when watching this film. You can really connect to the story of the strong sisterhood. Especially if you have as close relationship with your siblings like I have with my sister.<br /><br />Big applauds to Mr. Spielberg!",1
"A few years ago, a friend got from one of his other friends a video with the Michael Mann film 'Heat' on it. After we finished that movie, and were about to stand up, we saw that there is another film just after, tough on the cassette's envelope the owner didn't write it up. Yet we were all glued back to our seats by its distinct opening, which lacked credits.<br /><br />Some two hours later, I just sat there wondering: how could I not have heard of this masterpiece before?...<br /><br />This film was Europa. Lars von Trier woke film noir from the dead, deconstructed reality with intentionally obvious sets, yet often there was haunting similarity with post-war German photographs I saw. And then the tricky cuts!<br /><br />The story itself is a hard-to-take moral odyssey that has no happy end. A young American pacifist of German descent comes to post-war Germany, intent on doing some good to pay for the bombs his countrymen dropped. But he mostly meets distrust and self-destructive defiance. He hires with Zentropa, a dining-and-sleeping-car company (modeled on Mitropa), whose owner is one of the Nazi collaborators the Occupiers whitewash. Our hero falls in love with his daughter - who later turns out to be a member of the Werewolf, Nazi post-war terrorists. When he doesn't understand the world (or just Europeans) anymore, in his rage he blows up a railroad bridge under a train which he just saved.<br /><br />As a final note, for historical correctness: in the real world, the Werewolf were nowhere as important as the film implies, they were mostly a final Nazi propaganda coup. After an SS unit assassinated the major of Allied-occupied Aachen, two months before the capitulation, the Nazis announced the creation of whole legions of saboteurs and terrorists who will be ready to fight behind the lines, the Werewolf. But only a few hundred of mostly Hitler Youth received some training, and while two or three times some were deployed to murder suspected communists or forced-labourer foreigners in Bavarian villages to imprint lasting fear on inhabitants, with Hitler's death and the war's end it all fell apart.<br /><br />However, the Werewolf propaganda had a profound effect on the occupiers. They feared the Werewolf everywhere, suspected it behind any serious accident - but without exception another cause was found later (ignored by some recent pseudo-historians). For example, when a gas main exploded in the police HQ of bombed-out Bremen, or when the Soviet military commander died in a motorbike accident in Berlin. The effect was strongest on the Soviets, who arrested tens of thousands (in large part children!) 'preemptively' on suspicion of being Werewolf, and closed them off in prison camps where a lot of them died.",1
"First off, to give you some idea of my taste in movies...<br /><br />2007 Comedies I enjoyed: Superbad, Knocked Up, Hot Fuzz, Blades Of Glory <br /><br />2007 Comedies I hated: Evan Almighty, The Brothers Solomon, Good Luck Chuck<br /><br />I should have followed my first instinct and turned off ""Hot Rod"" after I got to about the 20 minute mark. I knew by that point that this movie would not make me laugh once. The script is absolutely brutal - I have no idea how this monstrosity managed to crack 6 on IMDb. Any one older than 10 years old who enjoyed this must be some kind of mental defective.<br /><br />This doesn't come close to anything with Will Farrell and it's clear that Andy Samberg can't carry anything longer than a 5 to 10 minute sketch on YouTube or SNL. I don't know how they roped Ian McShane and Isla Fisher into doing this movie... they must have owed favors or something. I came in knowing that it would be a dumb movie, but I thought it would at least be funny. I didn't so much as smirk.<br /><br />I don't normally comment on movies at IMDb, but this was so awful, I just had to warn people. This is only the 4th movie I've seen that I've felt compelled to rate 1/10.",0
"Tim (Gary Daniels) wants desperately to break into serious television reporting. When a job he begged for goes awry, he is fired. His beautiful but empty girlfriend (Elizabeth Hurley) says sayonara, too. Coming home, Tim is startled to discover his house has an uninvited visitor (Christopher Lloyd) from the planet Mars! Calling him Uncle Martin, Tim soon tries to help his new friend navigate life on earth. But, Martin gets in trouble wherever he goes, from the bathroom to the laundry room and more. Lovely Lizzie (Daryl Hannah) finally sees an opportunity to make time with Tim but the course of true love does not run smooth in this case, either. Soon everyone in television is stalking Tim, hoping for a story about a true alien. What's a man to do? For those who loved the old television show of the same name, with Bill Bixby and Ray Walston, this film is not worthy to tie the proverbial boots. Its truly, undeniably awful, with no plot and a reliance on supposed special effects which fall flat, too. Daniels is okay as the earthling but Lloyd is simply terrible as the alien, overacting up a storm. The rest of the cast is adequate, as are the costumes, set, and production details. Even if your children see the cover and beg for this film, convince them to pick out another flick at the video store. Be assured, kids and adults will find this movie a colossal bore, so opt for A Night at the Museum or Around the World in 80 Days instead.",0
"This film breeches the fine line between satire and silliness. While a bridge system that has no rules may promote marital harmony, it certainly can't promote winning bridge, so the satire didn't work for me. But there were some items I found enjoyable anyway, especially with the big bridge match between Paul Lukas and Ferdinand Gottschalk near the end of the film. It is treated like very much like a championship boxing match. Not only is the arena for the contest roped off in a square area like a boxing ring, there is a referee hovering between the contestants, and radio broadcaster Roscoe Karns delivers nonstop chatter on the happenings. At one point he even enumerates ""One... Two... Three... Four..."" as though a bid of four diamonds was a knockdown event. And people were glued to their radios for it all, a common event for championship boxing matches. That spoof worked very well indeed.<br /><br />Unfortunately, few of the actors provide the comedy needed to sustain the intended satire. Paul Lukas doesn't have much of a flair for comedy and is miscast; lovely Loretta Young and the usual comic Frank McHugh weren't given good enough lines; Glenda Farrell has a nice comic turn as a forgetful blonde at the start of the film, but she practically disappears thereafter. What a waste of talent!",0
"Horrible, horrible TV show! Why Comedy Central decided to repeat old episodes of this program is beyond me. It really sucks! I am, of course, speaking about the seasons after the first two. The first two seasons were golden, and if I was exclusively talking about those seasons, this show would have gotten eight out of ten stars. None of the comedians appearing after the first two seasons who were not part of the original cast are any good. They were, and are, awful. The comedy is not funny at all. AT ALL!!! <br /><br />The original cast was full of very talented comedians, like Artie Lange, Phil LaMarr, and Mary Schorr (or whatever her name is), all of whom should have gotten better deals after they left MAD TV. This show is highly overrated, and less worthy of your channel surfing time than Saturday Night Live, another horrible show. Go out on Saturday night and have fun, and leave MAD TV to wither and die, as it deserves to.",0
"Stupid, Stupid, Stupid. I think that Angelina Jolie is probably one of the most talented actress' today, but a movie like this isn't just worth her time. She deserves better, and so does everyone else in this movie. Talent is just wasted. Sorry, but i don't feel like writing a review for this.<br /><br />I give it NO stars out of *****.",1
"A case of being in the right place at the right time. What a fascinating film. It is easy to see why Chavez is so popular with his people. He gets things done. He is accessible. And it is also easy to see why the west hates him so much. He has control of the resources of his country and gives the profits back to the people. Mostly the poor. And it easy to see how the TV stations can portray misleading images to put there case. Just like the Iraq war, or the war on Terror. Or those missing WMD's. Or how about the axis of evil. People need to wake up. And get different points of view. Stop the neo cons ruling the world. Go watch this movie with an open mind. And make your own mind up. Then I suggest you see Aaron Russo's: America: Freedom to Fascism. It is not the people of America that are the problem. It is the government.",1
"You can't hold too much against this knowing that it was made in four days, and I had expected it to be campy anyway. (It's not all that campy in reality. With the exception of Kevin Kalisher and Huntley Ritter, who don't take themselves seriously, the rest of the cast plays it halfway straight; Riley Smith is exceptionally bad.) The ridiculous story is actually paid attention to, which kind of shocked me; I assumed the whole purpose with these ultra-low-budget horror movies was to cater to the basest sexual fantasies and not give a damn about the story, but they use lots of words like ""technological"" and ""physicality"" in the script to get their point across. (Although it's possible that the story is important only to explain why there's so few cast members.) Nobody cares about this stupid storyline, and the only things that are interesting in the film are the mocking of cults and the soft-core homoeroticisms (which aren't all that edgy). I would have enjoyed it more if there were just some random killings for no reason. The film is grainy, with a TV-quality look and acting level. There are a few ""sexy"" scenes that are alright -- the boys writhing in bed in their boxers, feeling themselves up; or being tied down and making orgasmic faces while wine is poured on them -- and some of them are kinda funny. And I liked the digs at L. Ron Hubbard and the intended irony of a story about religious cultists told with intense gay overtones, but it still isn't any good. 3/10",0
"Well, it was funny in spots. This film is a 4 or maybe a 3. Its a film that sits on the video shelf and gathers dust. Rent this one after you seen everything else. Beats boredom, but not by that much. My wife like like this film better then I do, maybe its not that bad.",0
"<br /><br />As with the other episodes in this made-for-TV series expanding on the many adventures of the sea legend, Horatio Hornblower's super human infallibility ruins all chance for suspense.<br /><br />As little Wesley Crusher ruined many seasons of THE NEXT GENERATION, Horatio Hornblower invincibly saves every situation. Each and every clever solution inevitably comes only from the lips of Horatio Hornblower. Immeasurably superior, Hornblower's main trouble in this movie series seems to be tolerating the many error ridden characters above and below him in the chain of command. A perfect being makes for dull story telling. So superior is our hero, that even those who attempt to help him are powerless to do something correctly unless Hornblower is there to direct and control their every move.<br /><br />What is the sense in telling a story about any person who cannot do wrong and will repeatedly win at everything every single time? What is the point of watching such a story?",0
"I have seen it. It's not ""good"" but interesting in an understated way. The boys in it are quite naturalistic but................the graphic/gratuitous final gang rape scene is repugnant and -oh yes- the arbitrary insertion of second world war footage is offensive in the way it attempts to compare real horror with this misogynistic contrivance. Real atrocity is real- this film is just atrocious. However, the film has a look which can draw you in. But it seems to me that is the ""Emperor's New Clothes"", but in fact in reverse. The film looks good, but the direction, story, content and final feeling you take away from this film is vacuous. If a feeling can be vacuous-this is it.",0
"It has very bad acting. Bad story lines. Bad characters. You should never see this show If you see it on. TURN IT OFF. Or you be cringing for the next 30 minutes. It should have never been aired. It's not great. You should never see it. NEVER EVER EVER. So now, if you ever wanna watch this show, please don't. Turn to the THE CW for Smallville. Or Disney Channel for Hannah Montana, Wizards Of Waverly Place, or Nick for Drake & Josh, Those are much better family shows. So believe me on this, I've watched it before. and It is honestly, and I say Honestly, the worst show I've ever seen, and I've seen a lot of TV. So do me a favor, and never watch this show.",0
